NUMERO,RAMA,CURSO,COMUNIDAD,PRIVADA,PRESENCIAL,SEXO,NACIONALIDAD,NOTA_MATEMATICAS,NOTA_BIOLOGIA,NOTA_LENGUA,NOTA_TECNOLOGIA,MEDIA,BECADO
108,Ciencias de la Salud,2022,Balears,0,1,Mujer,Espana,"6,49","8,47","7,04","5,9","6,98",1
110,Ciencias,2016,Balears,0,1,Mujer,Espana,"8,52","6,42","5,91","8,1","7,24",0
119,Ciencias,2017,Balears,0,1,Mujer,Espana,"8,52","6,42","5,91","8,1","7,24",0
109,Ciencias,2018,Balears,0,1,Mujer,Espana,"8,53","6,43","5,91","8,1","7,24",1
128,Ciencias,2019,Balears,0,1,Mujer,Espana,"8,53","6,43","5,92","8,11","7,25",0
111,Ciencias,2020,Balears,0,1,Mujer,Espana,"8,54","6,43","5,92","8,11","7,25",1
110,Ciencias,2021,Balears,0,1,Mujer,Espana,"8,54","6,44","5,92","8,12","7,25",1
38,Ciencias Sociales y Juridicas,2016,Balears,0,1,Mujer,Union Europea,"4,43","6,42","9,23","5,89","6,49",0
32,Ciencias Sociales y Juridicas,2017,Balears,0,1,Mujer,Union Europea,"4,43","6,42","9,24","5,89","6,5",0
36,Ciencias Sociales y Juridicas,2018,Balears,0,1,Mujer,Union Europea,"4,43","6,43","9,24","5,89","6,5",0
29,Ciencias Sociales y Juridicas,2019,Balears,0,1,Mujer,Union Europea,"4,44","6,43","9,24","5,9","6,5",1
42,Ciencias Sociales y Juridicas,2020,Balears,0,1,Mujer,Union Europea,"4,44","6,43","9,25","5,9","6,51",1
32,Ciencias Sociales y Juridicas,2021,Balears,0,1,Mujer,Union Europea,"4,44","6,44","9,25","5,9","6,51",0
32,Ciencias Sociales y Juridicas,2022,Balears,0,1,Mujer,Union Europea,"4,44","6,44","9,26","5,9","6,51",0
2,Ingenieria y Arquitectura,2016,Balears,0,1,Mujer,Union Europea,"7,5","5,41","5,91","9,2",7,0
2,Ingenieria y Arquitectura,2017,Balears,0,1,Mujer,Union Europea,"7,5","5,41","5,91","9,21","7,01",0
1,Ingenieria y Arquitectura,2018,Balears,0,1,Mujer,Union Europea,"7,5","5,41","5,91","9,21","7,01",0
1,Ingenieria y Arquitectura,2019,Balears,0,1,Mujer,Union Europea,"7,51","5,41","5,92","9,21","7,01",0
5,Ingenieria y Arquitectura,2020,Balears,0,1,Mujer,Union Europea,"7,51","5,42","5,92","9,22","7,02",1
1,Ingenieria y Arquitectura,2021,Balears,0,1,Mujer,Union Europea,"7,52","5,42","5,92","9,22","7,02",0
1,Ingenieria y Arquitectura,2022,Balears,0,1,Mujer,Union Europea,"7,52","5,42","5,92","9,23","7,02",0
10,Artes y Humanidades,2016,Balears,0,1,Mujer,Union Europea,"4,43","5,41","9,23","4,78","5,96",0
11,Artes y Humanidades,2017,Balears,0,1,Mujer,Union Europea,"4,43","5,41","9,24","4,78","5,96",0
8,Artes y Humanidades,2018,Balears,0,1,Mujer,Union Europea,"4,43","5,41","9,24","4,79","5,97",0
6,Artes y Humanidades,2019,Balears,0,1,Mujer,Union Europea,"4,44","5,41","9,24","4,79","5,97",0
6,Artes y Humanidades,2020,Balears,0,1,Mujer,Union Europea,"4,44","5,42","9,25","4,79","5,98",0
7,Artes y Humanidades,2021,Balears,0,1,Mujer,Union Europea,"4,44","5,42","9,25","4,79","5,98",0
7,Artes y Humanidades,2022,Balears,0,1,Mujer,Union Europea,"4,44","5,42","9,26","4,8","5,98",0
6,Ciencias de la Salud,2016,Balears,0,1,Mujer,Union Europea,"6,47","8,45","7,01","5,89","6,96",1
7,Ciencias de la Salud,2017,Balears,0,1,Mujer,Union Europea,"6,48","8,45","7,02","5,89","6,96",1
12,Ciencias de la Salud,2018,Balears,0,1,Mujer,Union Europea,"6,48","8,46","7,02","5,89","6,96",0
14,Ciencias de la Salud,2019,Balears,0,1,Mujer,Union Europea,"6,48","8,46","7,02","5,9","6,96",0
11,Ciencias de la Salud,2020,Balears,0,1,Mujer,Union Europea,"6,49","8,47","7,03","5,9","6,97",0
14,Ciencias de la Salud,2021,Balears,0,1,Mujer,Union Europea,"6,49","8,47","7,03","5,9","6,97",0
8,Ciencias de la Salud,2022,Balears,0,1,Mujer,Union Europea,"6,49","8,47","7,04","5,9","6,98",0
4,Ciencias,2016,Balears,0,1,Mujer,Union Europea,"8,52","6,42","5,91","8,1","7,24",0
1,Ciencias,2017,Balears,0,1,Mujer,Union Europea,"8,52","6,42","5,91","8,1","7,24",1
6,Ciencias,2018,Balears,0,1,Mujer,Union Europea,"8,53","6,43","5,91","8,1","7,24",0
3,Ciencias,2019,Balears,0,1,Mujer,Union Europea,"8,53","6,43","5,92","8,11","7,25",1
4,Ciencias,2020,Balears,0,1,Mujer,Union Europea,"8,54","6,43","5,92","8,11","7,25",0
2,Ciencias,2021,Balears,0,1,Mujer,Union Europea,"8,54","6,44","5,92","8,12","7,25",1
5,Ciencias,2022,Balears,0,1,Mujer,Union Europea,"8,54","6,44","5,92","8,12","7,25",1
4,Ciencias Sociales y Juridicas,2016,Balears,0,1,Mujer,Resto de Europa,"4,43","6,42","9,23","5,89","6,49",0
3,Ciencias Sociales y Juridicas,2017,Balears,0,1,Mujer,Resto de Europa,"4,43","6,42","9,24","5,89","6,5",0
7,Ciencias Sociales y Juridicas,2018,Balears,0,1,Mujer,Resto de Europa,"4,43","6,43","9,24","5,89","6,5",0
3,Ciencias Sociales y Juridicas,2019,Balears,0,1,Mujer,Resto de Europa,"4,44","6,43","9,24","5,9","6,5",0
5,Ciencias Sociales y Juridicas,2020,Balears,0,1,Mujer,Resto de Europa,"4,44","6,43","9,25","5,9","6,51",0
7,Ciencias Sociales y Juridicas,2021,Balears,0,1,Mujer,Resto de Europa,"4,44","6,44","9,25","5,9","6,51",1
5,Ciencias Sociales y Juridicas,2022,Balears,0,1,Mujer,Resto de Europa,"4,44","6,44","9,26","5,9","6,51",0
0,Ingenieria y Arquitectura,2016,Balears,0,1,Mujer,Resto de Europa,"7,5","5,41","5,91","9,2",7,0
0,Ingenieria y Arquitectura,2017,Balears,0,1,Mujer,Resto de Europa,"7,5","5,41","5,91","9,21","7,01",0
1,Ingenieria y Arquitectura,2018,Balears,0,1,Mujer,Resto de Europa,"7,5","5,41","5,91","9,21","7,01",1
2,Ingenieria y Arquitectura,2019,Balears,0,1,Mujer,Resto de Europa,"7,51","5,41","5,92","9,21","7,01",1
0,Ingenieria y Arquitectura,2020,Balears,0,1,Mujer,Resto de Europa,"7,51","5,42","5,92","9,22","7,02",0
1,Ingenieria y Arquitectura,2021,Balears,0,1,Mujer,Resto de Europa,"7,52","5,42","5,92","9,22","7,02",1
1,Ingenieria y Arquitectura,2022,Balears,0,1,Mujer,Resto de Europa,"7,52","5,42","5,92","9,23","7,02",0
0,Artes y Humanidades,2016,Balears,0,1,Mujer,Resto de Europa,"4,43","5,41","9,23","4,78","5,96",0
0,Artes y Humanidades,2017,Balears,0,1,Mujer,Resto de Europa,"4,43","5,41","9,24","4,78","5,96",0
1,Artes y Humanidades,2018,Balears,0,1,Mujer,Resto de Europa,"4,43","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2019,Balears,0,1,Mujer,Resto de Europa,"4,44","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2020,Balears,0,1,Mujer,Resto de Europa,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2021,Balears,0,1,Mujer,Resto de Europa,"4,44","5,42","9,25","4,79","5,98",0
2,Artes y Humanidades,2022,Balears,0,1,Mujer,Resto de Europa,"4,44","5,42","9,26","4,8","5,98",0
1,Ciencias de la Salud,2016,Balears,0,1,Mujer,Resto de Europa,"6,47","8,45","7,01","5,89","6,96",0
0,Ciencias de la Salud,2017,Balears,0,1,Mujer,Resto de Europa,"6,48","8,45","7,02","5,89","6,96",0
1,Ciencias de la Salud,2018,Balears,0,1,Mujer,Resto de Europa,"6,48","8,46","7,02","5,89","6,96",1
4,Ciencias de la Salud,2019,Balears,0,1,Mujer,Resto de Europa,"6,48","8,46","7,02","5,9","6,96",0
3,Ciencias de la Salud,2020,Balears,0,1,Mujer,Resto de Europa,"6,49","8,47","7,03","5,9","6,97",0
3,Ciencias de la Salud,2021,Balears,0,1,Mujer,Resto de Europa,"6,49","8,47","7,03","5,9","6,97",1
2,Ciencias de la Salud,2022,Balears,0,1,Mujer,Resto de Europa,"6,49","8,47","7,04","5,9","6,98",0
1,Ciencias,2016,Balears,0,1,Mujer,Resto de Europa,"8,52","6,42","5,91","8,1","7,24",0
0,Ciencias,2017,Balears,0,1,Mujer,Resto de Europa,"8,52","6,42","5,91","8,1","7,24",1
0,Ciencias,2018,Balears,0,1,Mujer,Resto de Europa,"8,53","6,43","5,91","8,1","7,24",0
1,Ciencias,2019,Balears,0,1,Mujer,Resto de Europa,"8,53","6,43","5,92","8,11","7,25",1
0,Ciencias,2020,Balears,0,1,Mujer,Resto de Europa,"8,54","6,43","5,92","8,11","7,25",1
0,Ciencias,2021,Balears,0,1,Mujer,Resto de Europa,"8,54","6,44","5,92","8,12","7,25",0
0,Ciencias,2022,Balears,0,1,Mujer,Resto de Europa,"8,54","6,44","5,92","8,12","7,25",0
0,Ciencias Sociales y Juridicas,2016,Balears,0,1,Mujer,EEUU y Canada,"4,43","6,42","9,23","5,89","6,49",0
1,Ciencias Sociales y Juridicas,2017,Balears,0,1,Mujer,EEUU y Canada,"4,43","6,42","9,24","5,89","6,5",0
0,Ciencias Sociales y Juridicas,2018,Balears,0,1,Mujer,EEUU y Canada,"4,43","6,43","9,24","5,89","6,5",0
0,Ciencias Sociales y Juridicas,2019,Balears,0,1,Mujer,EEUU y Canada,"4,44","6,43","9,24","5,9","6,5",0
0,Ciencias Sociales y Juridicas,2020,Balears,0,1,Mujer,EEUU y Canada,"4,44","6,43","9,25","5,9","6,51",1
1,Ciencias Sociales y Juridicas,2021,Balears,0,1,Mujer,EEUU y Canada,"4,44","6,44","9,25","5,9","6,51",0
0,Ciencias Sociales y Juridicas,2022,Balears,0,1,Mujer,EEUU y Canada,"4,44","6,44","9,26","5,9","6,51",0
0,Ingenieria y Arquitectura,2016,Balears,0,1,Mujer,EEUU y Canada,"7,5","5,41","5,91","9,2",7,1
0,Ingenieria y Arquitectura,2017,Balears,0,1,Mujer,EEUU y Canada,"7,5","5,41","5,91","9,21","7,01",1
0,Ingenieria y Arquitectura,2018,Balears,0,1,Mujer,EEUU y Canada,"7,5","5,41","5,91","9,21","7,01",1
0,Ingenieria y Arquitectura,2019,Balears,0,1,Mujer,EEUU y Canada,"7,51","5,41","5,92","9,21","7,01",1
0,Ingenieria y Arquitectura,2020,Balears,0,1,Mujer,EEUU y Canada,"7,51","5,42","5,92","9,22","7,02",1
0,Ingenieria y Arquitectura,2021,Balears,0,1,Mujer,EEUU y Canada,"7,52","5,42","5,92","9,22","7,02",1
0,Ingenieria y Arquitectura,2022,Balears,0,1,Mujer,EEUU y Canada,"7,52","5,42","5,92","9,23","7,02",1
1,Artes y Humanidades,2016,Balears,0,1,Mujer,EEUU y Canada,"4,43","5,41","9,23","4,78","5,96",0
0,Artes y Humanidades,2017,Balears,0,1,Mujer,EEUU y Canada,"4,43","5,41","9,24","4,78","5,96",0
0,Artes y Humanidades,2018,Balears,0,1,Mujer,EEUU y Canada,"4,43","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2019,Balears,0,1,Mujer,EEUU y Canada,"4,44","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2020,Balears,0,1,Mujer,EEUU y Canada,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2021,Balears,0,1,Mujer,EEUU y Canada,"4,44","5,42","9,25","4,79","5,98",0
1,Artes y Humanidades,2022,Balears,0,1,Mujer,EEUU y Canada,"4,44","5,42","9,26","4,8","5,98",0
0,Ciencias de la Salud,2016,Balears,0,1,Mujer,EEUU y Canada,"6,47","8,45","7,01","5,89","6,96",1
0,Ciencias de la Salud,2017,Balears,0,1,Mujer,EEUU y Canada,"6,48","8,45","7,02","5,89","6,96",0
0,Ciencias de la Salud,2018,Balears,0,1,Mujer,EEUU y Canada,"6,48","8,46","7,02","5,89","6,96",1
0,Ciencias de la Salud,2019,Balears,0,1,Mujer,EEUU y Canada,"6,48","8,46","7,02","5,9","6,96",1
0,Ciencias de la Salud,2020,Balears,0,1,Mujer,EEUU y Canada,"6,49","8,47","7,03","5,9","6,97",0
0,Ciencias de la Salud,2021,Balears,0,1,Mujer,EEUU y Canada,"6,49","8,47","7,03","5,9","6,97",1
0,Ciencias de la Salud,2022,Balears,0,1,Mujer,EEUU y Canada,"6,49","8,47","7,04","5,9","6,98",0
0,Ciencias,2016,Balears,0,1,Mujer,EEUU y Canada,"8,52","6,42","5,91","8,1","7,24",1
0,Ciencias,2017,Balears,0,1,Mujer,EEUU y Canada,"8,52","6,42","5,91","8,1","7,24",0
0,Ciencias,2018,Balears,0,1,Mujer,EEUU y Canada,"8,53","6,43","5,91","8,1","7,24",1
0,Ciencias,2019,Balears,0,1,Mujer,EEUU y Canada,"8,53","6,43","5,92","8,11","7,25",0
0,Ciencias,2020,Balears,0,1,Mujer,EEUU y Canada,"8,54","6,43","5,92","8,11","7,25",1
0,Ciencias,2021,Balears,0,1,Mujer,EEUU y Canada,"8,54","6,44","5,92","8,12","7,25",1
27,Ciencias Sociales y Juridicas,2016,Balears,0,1,Mujer,America Latina y Caribe,"4,43","6,42","9,23","5,89","6,49",1
19,Ciencias Sociales y Juridicas,2017,Balears,0,1,Mujer,America Latina y Caribe,"4,43","6,42","9,24","5,89","6,5",0
26,Ciencias Sociales y Juridicas,2018,Balears,0,1,Mujer,America Latina y Caribe,"4,43","6,43","9,24","5,89","6,5",0
23,Ciencias Sociales y Juridicas,2019,Balears,0,1,Mujer,America Latina y Caribe,"4,44","6,43","9,24","5,9","6,5",0
31,Ciencias Sociales y Juridicas,2020,Balears,0,1,Mujer,America Latina y Caribe,"4,44","6,43","9,25","5,9","6,51",1
24,Ciencias Sociales y Juridicas,2021,Balears,0,1,Mujer,America Latina y Caribe,"4,44","6,44","9,25","5,9","6,51",0
33,Ciencias Sociales y Juridicas,2022,Balears,0,1,Mujer,America Latina y Caribe,"4,44","6,44","9,26","5,9","6,51",0
1,Ingenieria y Arquitectura,2016,Balears,0,1,Mujer,America Latina y Caribe,"7,5","5,41","5,91","9,2",7,1
2,Ingenieria y Arquitectura,2017,Balears,0,1,Mujer,America Latina y Caribe,"7,5","5,41","5,91","9,21","7,01",0
6,Ingenieria y Arquitectura,2018,Balears,0,1,Mujer,America Latina y Caribe,"7,5","5,41","5,91","9,21","7,01",0
2,Ingenieria y Arquitectura,2019,Balears,0,1,Mujer,America Latina y Caribe,"7,51","5,41","5,92","9,21","7,01",1
1,Ingenieria y Arquitectura,2020,Balears,0,1,Mujer,America Latina y Caribe,"7,51","5,42","5,92","9,22","7,02",0
4,Ingenieria y Arquitectura,2021,Balears,0,1,Mujer,America Latina y Caribe,"7,52","5,42","5,92","9,22","7,02",0
2,Ingenieria y Arquitectura,2022,Balears,0,1,Mujer,America Latina y Caribe,"7,52","5,42","5,92","9,23","7,02",1
3,Artes y Humanidades,2016,Balears,0,1,Mujer,America Latina y Caribe,"4,43","5,41","9,23","4,78","5,96",0
2,Artes y Humanidades,2017,Balears,0,1,Mujer,America Latina y Caribe,"4,43","5,41","9,24","4,78","5,96",0
5,Artes y Humanidades,2018,Balears,0,1,Mujer,America Latina y Caribe,"4,43","5,41","9,24","4,79","5,97",0
5,Artes y Humanidades,2019,Balears,0,1,Mujer,America Latina y Caribe,"4,44","5,41","9,24","4,79","5,97",0
4,Artes y Humanidades,2020,Balears,0,1,Mujer,America Latina y Caribe,"4,44","5,42","9,25","4,79","5,98",0
4,Artes y Humanidades,2021,Balears,0,1,Mujer,America Latina y Caribe,"4,44","5,42","9,25","4,79","5,98",0
3,Artes y Humanidades,2022,Balears,0,1,Mujer,America Latina y Caribe,"4,44","5,42","9,26","4,8","5,98",0
5,Ciencias de la Salud,2016,Balears,0,1,Mujer,America Latina y Caribe,"6,47","8,45","7,01","5,89","6,96",0
4,Ciencias de la Salud,2017,Balears,0,1,Mujer,America Latina y Caribe,"6,48","8,45","7,02","5,89","6,96",1
6,Ciencias de la Salud,2018,Balears,0,1,Mujer,America Latina y Caribe,"6,48","8,46","7,02","5,89","6,96",1
7,Ciencias de la Salud,2019,Balears,0,1,Mujer,America Latina y Caribe,"6,48","8,46","7,02","5,9","6,96",1
13,Ciencias de la Salud,2020,Balears,0,1,Mujer,America Latina y Caribe,"6,49","8,47","7,03","5,9","6,97",1
12,Ciencias de la Salud,2021,Balears,0,1,Mujer,America Latina y Caribe,"6,49","8,47","7,03","5,9","6,97",1
17,Ciencias de la Salud,2022,Balears,0,1,Mujer,America Latina y Caribe,"6,49","8,47","7,04","5,9","6,98",1
1,Ciencias,2016,Balears,0,1,Mujer,America Latina y Caribe,"8,52","6,42","5,91","8,1","7,24",0
2,Ciencias,2017,Balears,0,1,Mujer,America Latina y Caribe,"8,52","6,42","5,91","8,1","7,24",1
2,Ciencias,2018,Balears,0,1,Mujer,America Latina y Caribe,"8,53","6,43","5,91","8,1","7,24",1
2,Ciencias,2019,Balears,0,1,Mujer,America Latina y Caribe,"8,53","6,43","5,92","8,11","7,25",1
3,Ciencias,2020,Balears,0,1,Mujer,America Latina y Caribe,"8,54","6,43","5,92","8,11","7,25",1
4,Ciencias,2021,Balears,0,1,Mujer,America Latina y Caribe,"8,54","6,44","5,92","8,12","7,25",1
3,Ciencias,2022,Balears,0,1,Mujer,America Latina y Caribe,"8,54","6,44","5,92","8,12","7,25",1
5,Ciencias Sociales y Juridicas,2016,Balears,0,1,Mujer,Norte de Africa,"4,43","6,42","9,23","5,89","6,49",1
4,Ciencias Sociales y Juridicas,2017,Balears,0,1,Mujer,Norte de Africa,"4,43","6,42","9,24","5,89","6,5",0
9,Ciencias Sociales y Juridicas,2018,Balears,0,1,Mujer,Norte de Africa,"4,43","6,43","9,24","5,89","6,5",1
7,Ciencias Sociales y Juridicas,2019,Balears,0,1,Mujer,Norte de Africa,"4,44","6,43","9,24","5,9","6,5",0
10,Ciencias Sociales y Juridicas,2020,Balears,0,1,Mujer,Norte de Africa,"4,44","6,43","9,25","5,9","6,51",1
15,Ciencias Sociales y Juridicas,2021,Balears,0,1,Mujer,Norte de Africa,"4,44","6,44","9,25","5,9","6,51",1
10,Ciencias Sociales y Juridicas,2022,Balears,0,1,Mujer,Norte de Africa,"4,44","6,44","9,26","5,9","6,51",0
0,Ingenieria y Arquitectura,2016,Balears,0,1,Mujer,Norte de Africa,"7,5","5,41","5,91","9,2",7,1
0,Ingenieria y Arquitectura,2017,Balears,0,1,Mujer,Norte de Africa,"7,5","5,41","5,91","9,21","7,01",0
0,Ingenieria y Arquitectura,2018,Balears,0,1,Mujer,Norte de Africa,"7,5","5,41","5,91","9,21","7,01",0
1,Ingenieria y Arquitectura,2019,Balears,0,1,Mujer,Norte de Africa,"7,51","5,41","5,92","9,21","7,01",1
0,Ingenieria y Arquitectura,2020,Balears,0,1,Mujer,Norte de Africa,"7,51","5,42","5,92","9,22","7,02",1
2,Ingenieria y Arquitectura,2021,Balears,0,1,Mujer,Norte de Africa,"7,52","5,42","5,92","9,22","7,02",0
0,Ingenieria y Arquitectura,2022,Balears,0,1,Mujer,Norte de Africa,"7,52","5,42","5,92","9,23","7,02",1
0,Artes y Humanidades,2016,Balears,0,1,Mujer,Norte de Africa,"4,43","5,41","9,23","4,78","5,96",0
1,Artes y Humanidades,2017,Balears,0,1,Mujer,Norte de Africa,"4,43","5,41","9,24","4,78","5,96",0
1,Artes y Humanidades,2018,Balears,0,1,Mujer,Norte de Africa,"4,43","5,41","9,24","4,79","5,97",0
1,Artes y Humanidades,2019,Balears,0,1,Mujer,Norte de Africa,"4,44","5,41","9,24","4,79","5,97",0
1,Artes y Humanidades,2020,Balears,0,1,Mujer,Norte de Africa,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2021,Balears,0,1,Mujer,Norte de Africa,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2022,Balears,0,1,Mujer,Norte de Africa,"4,44","5,42","9,26","4,8","5,98",0
0,Ciencias de la Salud,2016,Balears,0,1,Mujer,Norte de Africa,"6,47","8,45","7,01","5,89","6,96",0
1,Ciencias de la Salud,2017,Balears,0,1,Mujer,Norte de Africa,"6,48","8,45","7,02","5,89","6,96",1
0,Ciencias de la Salud,2018,Balears,0,1,Mujer,Norte de Africa,"6,48","8,46","7,02","5,89","6,96",1
1,Ciencias de la Salud,2019,Balears,0,1,Mujer,Norte de Africa,"6,48","8,46","7,02","5,9","6,96",0
0,Ciencias de la Salud,2020,Balears,0,1,Mujer,Norte de Africa,"6,49","8,47","7,03","5,9","6,97",0
3,Ciencias de la Salud,2021,Balears,0,1,Mujer,Norte de Africa,"6,49","8,47","7,03","5,9","6,97",0
7,Ciencias de la Salud,2022,Balears,0,1,Mujer,Norte de Africa,"6,49","8,47","7,04","5,9","6,98",0
0,Ciencias,2016,Balears,0,1,Mujer,Norte de Africa,"8,52","6,42","5,91","8,1","7,24",0
0,Ciencias,2017,Balears,0,1,Mujer,Norte de Africa,"8,52","6,42","5,91","8,1","7,24",1
0,Ciencias,2018,Balears,0,1,Mujer,Norte de Africa,"8,53","6,43","5,91","8,1","7,24",1
1,Ciencias,2019,Balears,0,1,Mujer,Norte de Africa,"8,53","6,43","5,92","8,11","7,25",0
1,Ciencias,2020,Balears,0,1,Mujer,Norte de Africa,"8,54","6,43","5,92","8,11","7,25",1
1,Ciencias,2021,Balears,0,1,Mujer,Norte de Africa,"8,54","6,44","5,92","8,12","7,25",1
0,Ciencias,2022,Balears,0,1,Mujer,Norte de Africa,"8,54","6,44","5,92","8,12","7,25",0
1,Ciencias Sociales y Juridicas,2016,Balears,0,1,Mujer,Resto de Africa,"4,43","6,42","9,23","5,89","6,49",0
2,Ciencias Sociales y Juridicas,2017,Balears,0,1,Mujer,Resto de Africa,"4,43","6,42","9,24","5,89","6,5",0
3,Ciencias Sociales y Juridicas,2018,Balears,0,1,Mujer,Resto de Africa,"4,43","6,43","9,24","5,89","6,5",0
2,Ciencias Sociales y Juridicas,2019,Balears,0,1,Mujer,Resto de Africa,"4,44","6,43","9,24","5,9","6,5",0
7,Ciencias Sociales y Juridicas,2020,Balears,0,1,Mujer,Resto de Africa,"4,44","6,43","9,25","5,9","6,51",0
1,Ciencias Sociales y Juridicas,2021,Balears,0,1,Mujer,Resto de Africa,"4,44","6,44","9,25","5,9","6,51",1
0,Ciencias Sociales y Juridicas,2022,Balears,0,1,Mujer,Resto de Africa,"4,44","6,44","9,26","5,9","6,51",0
0,Ingenieria y Arquitectura,2016,Balears,0,1,Mujer,Resto de Africa,"7,5","5,41","5,91","9,2",7,1
0,Ingenieria y Arquitectura,2017,Balears,0,1,Mujer,Resto de Africa,"7,5","5,41","5,91","9,21","7,01",0
0,Ingenieria y Arquitectura,2018,Balears,0,1,Mujer,Resto de Africa,"7,5","5,41","5,91","9,21","7,01",1
0,Ingenieria y Arquitectura,2019,Balears,0,1,Mujer,Resto de Africa,"7,51","5,41","5,92","9,21","7,01",1
0,Ingenieria y Arquitectura,2020,Balears,0,1,Mujer,Resto de Africa,"7,51","5,42","5,92","9,22","7,02",0
0,Ingenieria y Arquitectura,2021,Balears,0,1,Mujer,Resto de Africa,"7,52","5,42","5,92","9,22","7,02",1
0,Ingenieria y Arquitectura,2022,Balears,0,1,Mujer,Resto de Africa,"7,52","5,42","5,92","9,23","7,02",0
0,Artes y Humanidades,2016,Balears,0,1,Mujer,Resto de Africa,"4,43","5,41","9,23","4,78","5,96",0
0,Artes y Humanidades,2017,Balears,0,1,Mujer,Resto de Africa,"4,43","5,41","9,24","4,78","5,96",0
0,Artes y Humanidades,2018,Balears,0,1,Mujer,Resto de Africa,"4,43","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2019,Balears,0,1,Mujer,Resto de Africa,"4,44","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2020,Balears,0,1,Mujer,Resto de Africa,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2021,Balears,0,1,Mujer,Resto de Africa,"4,44","5,42","9,25","4,79","5,98",0
2,Artes y Humanidades,2022,Balears,0,1,Mujer,Resto de Africa,"4,44","5,42","9,26","4,8","5,98",0
0,Ciencias de la Salud,2016,Balears,0,1,Mujer,Resto de Africa,"6,47","8,45","7,01","5,89","6,96",1
0,Ciencias de la Salud,2017,Balears,0,1,Mujer,Resto de Africa,"6,48","8,45","7,02","5,89","6,96",0
0,Ciencias de la Salud,2018,Balears,0,1,Mujer,Resto de Africa,"6,48","8,46","7,02","5,89","6,96",0
0,Ciencias de la Salud,2019,Balears,0,1,Mujer,Resto de Africa,"6,48","8,46","7,02","5,9","6,96",1
1,Ciencias de la Salud,2020,Balears,0,1,Mujer,Resto de Africa,"6,49","8,47","7,03","5,9","6,97",0
0,Ciencias de la Salud,2021,Balears,0,1,Mujer,Resto de Africa,"6,49","8,47","7,03","5,9","6,97",1
0,Ciencias de la Salud,2022,Balears,0,1,Mujer,Resto de Africa,"6,49","8,47","7,04","5,9","6,98",0
0,Ciencias,2016,Balears,0,1,Mujer,Resto de Africa,"8,52","6,42","5,91","8,1","7,24",1
1,Ciencias,2017,Balears,0,1,Mujer,Resto de Africa,"8,52","6,42","5,91","8,1","7,24",1
0,Ciencias,2018,Balears,0,1,Mujer,Resto de Africa,"8,53","6,43","5,91","8,1","7,24",1
0,Ciencias,2019,Balears,0,1,Mujer,Resto de Africa,"8,53","6,43","5,92","8,11","7,25",1
1,Ciencias,2020,Balears,0,1,Mujer,Resto de Africa,"8,54","6,43","5,92","8,11","7,25",1
0,Ciencias,2021,Balears,0,1,Mujer,Resto de Africa,"8,54","6,44","5,92","8,12","7,25",1
0,Ciencias,2022,Balears,0,1,Mujer,Resto de Africa,"8,54","6,44","5,92","8,12","7,25",1
8,Ciencias Sociales y Juridicas,2016,Balears,0,1,Mujer,Resto de Africa,"4,43","6,42","9,23","5,89","6,49",0
9,Ciencias Sociales y Juridicas,2017,Balears,0,1,Mujer,Resto de Africa,"4,43","6,42","9,24","5,89","6,5",1
14,Ciencias Sociales y Juridicas,2018,Balears,0,1,Mujer,Resto de Africa,"4,43","6,43","9,24","5,89","6,5",1
8,Ciencias Sociales y Juridicas,2019,Balears,0,1,Mujer,Resto de Africa,"4,44","6,43","9,24","5,9","6,5",1
